"Date	Price	Open	High	Low	Change %"
"May 04, 2007	1.359	1.3548	1.3611	1.3531	0.25%"
"May 03, 2007	1.3556	1.3584	1.3624	1.3548	-0.25%"
"May 02, 2007	1.359	1.3605	1.3613	1.356	-0.11%"
"May 01, 2007	1.3605	1.3641	1.3674	1.359	-0.31%"
"Apr 30, 2007	1.3647	1.3634	1.368	1.3588	-0.04%"
"Apr 27, 2007	1.3653	1.3592	1.3683	1.3586	0.43%"
"Apr 26, 2007	1.3594	1.3643	1.3655	1.3584	-0.32%"
"Apr 25, 2007	1.3638	1.3638	1.3666	1.3619	-0.04%"
"Apr 24, 2007	1.3643	1.3579	1.3645	1.3548	0.49%"
"Apr 23, 2007	1.3577	1.3603	1.3609	1.3542	-0.10%"
"Apr 20, 2007	1.3591	1.3614	1.3638	1.3585	-0.12%"
"Apr 19, 2007	1.3608	1.3612	1.3621	1.3559	-0.01%"
"Apr 18, 2007	1.3609	1.3575	1.3619	1.3544	0.27%"
"Apr 17, 2007	1.3572	1.3526	1.3595	1.3521	0.29%"
"Apr 16, 2007	1.3533	1.3556	1.3577	1.3529	0.03%"
"Apr 13, 2007	1.3529	1.3489	1.3554	1.3479	0.31%"
"Apr 12, 2007	1.3487	1.3432	1.3504	1.343	0.41%"
"Apr 11, 2007	1.3432	1.3434	1.3443	1.3407	-0.04%"
"Apr 10, 2007	1.3437	1.3358	1.3457	1.3348	0.62%"
"Apr 09, 2007	1.3354	1.3373	1.338	1.334	-0.19%"
"Apr 06, 2007	1.3379	1.3429	1.3435	1.3365	-0.32%"
"Apr 05, 2007	1.3422	1.3373	1.3443	1.3352	0.37%"
"Apr 04, 2007	1.3373	1.3325	1.3382	1.3319	0.28%"
"Apr 03, 2007	1.3335	1.3367	1.3384	1.3319	-0.25%"
"Apr 02, 2007	1.3369	1.3375	1.3384	1.3331	0.08%"
"Mar 30, 2007	1.3358	1.3329	1.3403	1.3289	0.19%"
"Mar 29, 2007	1.3333	1.3315	1.3356	1.3301	0.12%"
"Mar 28, 2007	1.3317	1.3356	1.3375	1.3307	-0.28%"
"Mar 27, 2007	1.3354	1.3331	1.3371	1.3319	0.14%"
"Mar 26, 2007	1.3335	1.329	1.3349	1.3254	0.38%"
"Mar 23, 2007	1.3285	1.3333	1.3345	1.3282	-0.36%"
"Mar 22, 2007	1.3333	1.3384	1.3413	1.331	-0.40%"
"Mar 21, 2007	1.3386	1.3321	1.339	1.3287	0.53%"
"Mar 20, 2007	1.3316	1.3301	1.3324	1.327	0.11%"
"Mar 19, 2007	1.3302	1.3319	1.3327	1.3279	-0.09%"
"Mar 16, 2007	1.3314	1.3238	1.3342	1.3232	0.57%"
"Mar 15, 2007	1.3239	1.322	1.3254	1.3193	0.11%"
"Mar 14, 2007	1.3224	1.3199	1.3247	1.3175	0.20%"
"Mar 13, 2007	1.3198	1.3189	1.3223	1.3155	0.08%"
"Mar 12, 2007	1.3188	1.3115	1.3202	1.3108	0.56%"
"Mar 09, 2007	1.3114	1.3131	1.3159	1.3085	-0.11%"
"Mar 08, 2007	1.3129	1.3175	1.3184	1.3115	-0.36%"
"Mar 07, 2007	1.3176	1.3127	1.3187	1.3109	0.37%"
"Mar 06, 2007	1.3127	1.3093	1.3133	1.3079	0.24%"
"Mar 05, 2007	1.3095	1.3205	1.3214	1.3071	-0.75%"
"Mar 02, 2007	1.3194	1.3188	1.3203	1.3142	0.06%"
"Mar 01, 2007	1.3186	1.323	1.3241	1.3154	-0.37%"
"Feb 28, 2007	1.3235	1.3244	1.3249	1.318	-0.05%"
"Feb 27, 2007	1.3242	1.3188	1.3261	1.316	0.44%"
"Feb 26, 2007	1.3184	1.3165	1.3201	1.3152	0.13%"
"Feb 23, 2007	1.3167	1.3123	1.319	1.3102	0.32%"
"Feb 22, 2007	1.3125	1.3138	1.3144	1.3079	-0.10%"
"Feb 21, 2007	1.3138	1.3144	1.3167	1.311	0.00%"
"Feb 20, 2007	1.3138	1.3155	1.319	1.3127	-0.13%"
"Feb 19, 2007	1.3155	1.3158	1.3165	1.3122	0.11%"
"Feb 16, 2007	1.3141	1.3142	1.3148	1.3093	-0.04%"
"Feb 15, 2007	1.3146	1.3131	1.3173	1.3117	0.13%"
"Feb 14, 2007	1.3129	1.3039	1.3154	1.3024	0.71%"
"Feb 13, 2007	1.3037	1.2965	1.3045	1.2952	0.56%"
"Feb 12, 2007	1.2965	1.2992	1.3041	1.2942	-0.31%"
"Feb 09, 2007	1.3005	1.3041	1.3047	1.2982	-0.26%"
"Feb 08, 2007	1.3039	1.3014	1.3043	1.2974	0.15%"
"Feb 07, 2007	1.3019	1.2981	1.3025	1.2965	0.29%"
"Feb 06, 2007	1.2982	1.2931	1.2992	1.2912	0.46%"
"Feb 05, 2007	1.2923	1.2964	1.297	1.2913	-0.35%"
"Feb 02, 2007	1.2969	1.3024	1.3064	1.295	-0.41%"
"Feb 01, 2007	1.3022	1.3032	1.3053	1.2999	-0.09%"
"Jan 31, 2007	1.3034	1.2969	1.3038	1.2923	0.53%"
"Jan 30, 2007	1.2965	1.2957	1.2982	1.2942	0.08%"
"Jan 29, 2007	1.2955	1.2919	1.2967	1.2898	0.31%"
"Jan 26, 2007	1.2915	1.2936	1.2944	1.2875	-0.14%"
"Jan 25, 2007	1.2933	1.2967	1.3004	1.2914	-0.22%"
"Jan 24, 2007	1.2961	1.3022	1.3037	1.2946	-0.49%"
"Jan 23, 2007	1.3025	1.2949	1.3046	1.2928	0.59%"
"Jan 22, 2007	1.2948	1.2963	1.2982	1.2921	-0.14%"
"Jan 19, 2007	1.2966	1.2962	1.3002	1.2913	0.09%"
"Jan 18, 2007	1.2954	1.2944	1.2978	1.2896	0.12%"
"Jan 17, 2007	1.2938	1.2919	1.2952	1.2896	0.15%"
"Jan 16, 2007	1.2919	1.2941	1.2992	1.2909	-0.13%"
"Jan 15, 2007	1.2936	1.2927	1.2959	1.2914	0.15%"
"Jan 12, 2007	1.2917	1.2891	1.2946	1.2866	0.19%"
"Jan 11, 2007	1.2893	1.2937	1.3016	1.2881	-0.32%"
"Jan 10, 2007	1.2934	1.3002	1.3008	1.2931	-0.48%"
"Jan 09, 2007	1.2997	1.3023	1.3054	1.2985	-0.18%"
"Jan 08, 2007	1.302	1.3013	1.3037	1.2973	0.13%"
"Jan 05, 2007	1.3003	1.3085	1.3106	1.298	-0.63%"
"Jan 04, 2007	1.3085	1.3167	1.3182	1.3074	-0.59%"
"Jan 03, 2007	1.3163	1.3272	1.3291	1.3146	-0.86%"
"Jan 02, 2007	1.3277	1.3201	1.3299	1.3196	0.59%"
"Jan 01, 2007	1.3199	1.3197	1.3203	1.3171	0.00%"
"Dec 29, 2006	1.3199	1.315	1.3208	1.3138	0.39%"
"Dec 28, 2006	1.3148	1.3119	1.3203	1.3104	0.21%"
"Dec 27, 2006	1.312	1.3098	1.318	1.3093	0.18%"
"Dec 26, 2006	1.3096	1.3117	1.3142	1.3089	-0.27%"
"Dec 25, 2006	1.3131	1.3133	1.3165	1.31	-0.10%"
"Dec 22, 2006	1.3144	1.3174	1.3216	1.3109	-0.22%"
"Dec 21, 2006	1.3173	1.3175	1.3218	1.314	-0.04%"
"Dec 20, 2006	1.3178	1.3188	1.3246	1.316	-0.11%"
"Dec 19, 2006	1.3192	1.3102	1.3217	1.3083	0.70%"
"Dec 18, 2006	1.31	1.3083	1.3123	1.3053	0.13%"
"Dec 15, 2006	1.3083	1.3144	1.3188	1.3059	-0.48%"
"Dec 14, 2006	1.3146	1.3215	1.3255	1.314	-0.54%"
"Dec 13, 2006	1.3218	1.3282	1.329	1.3191	-0.47%"
"Dec 12, 2006	1.328	1.3238	1.3292	1.3211	0.32%"
"Dec 11, 2006	1.3237	1.3178	1.3265	1.3131	0.27%"
"Dec 08, 2006	1.3201	1.3287	1.3365	1.3192	-0.68%"
"Dec 07, 2006	1.3291	1.3283	1.3327	1.3274	-0.02%"
"Dec 06, 2006	1.3293	1.3317	1.3342	1.3255	-0.23%"
"Dec 05, 2006	1.3323	1.3338	1.3365	1.3285	0.02%"
"Dec 04, 2006	1.3321	1.3334	1.3369	1.3282	-0.11%"
"Dec 01, 2006	1.3336	1.3243	1.335	1.3217	0.72%"
"Nov 30, 2006	1.3241	1.3154	1.3275	1.3141	0.71%"
"Nov 29, 2006	1.3148	1.3199	1.322	1.3131	-0.40%"
"Nov 28, 2006	1.3201	1.3133	1.3209	1.3114	0.52%"
"Nov 27, 2006	1.3133	1.3171	1.3173	1.3087	0.31%"
"Nov 24, 2006	1.3093	1.2946	1.3112	1.2944	1.17%"
"Nov 23, 2006	1.2942	1.2946	1.2976	1.2927	-0.02%"
"Nov 22, 2006	1.2944	1.2843	1.2959	1.2837	0.77%"
"Nov 21, 2006	1.2845	1.2818	1.2856	1.2797	0.26%"
"Nov 20, 2006	1.2812	1.283	1.2856	1.2805	-0.12%"
"Nov 17, 2006	1.2828	1.2793	1.2847	1.2761	0.23%"
"Nov 16, 2006	1.2798	1.2826	1.2842	1.2784	-0.22%"
"Nov 15, 2006	1.2826	1.2813	1.2837	1.2772	0.11%"
"Nov 14, 2006	1.2812	1.2807	1.2873	1.279	0.07%"
"Nov 13, 2006	1.2803	1.2843	1.2879	1.2795	-0.32%"
"Nov 10, 2006	1.2844	1.2828	1.2901	1.2826	0.14%"
"Nov 09, 2006	1.2826	1.2757	1.2849	1.275	0.54%"
"Nov 08, 2006	1.2757	1.2773	1.2811	1.2744	-0.12%"
"Nov 07, 2006	1.2772	1.2724	1.2821	1.2721	0.40%"
"Nov 06, 2006	1.2721	1.2719	1.2727	1.2689	0.02%"
"Nov 03, 2006	1.2718	1.2779	1.2793	1.2682	-0.45%"
"Nov 02, 2006	1.2776	1.2757	1.2786	1.2736	0.16%"
"Nov 01, 2006	1.2755	1.2763	1.2799	1.2742	-0.06%"
"Oct 31, 2006	1.2763	1.2726	1.2785	1.2679	0.24%"
"Oct 30, 2006	1.2732	1.2732	1.2739	1.2699	-0.07%"
"Oct 27, 2006	1.2741	1.2688	1.2753	1.2664	0.39%"
"Oct 26, 2006	1.2692	1.2602	1.2704	1.26	0.71%"
"Oct 25, 2006	1.2602	1.2553	1.2625	1.255	0.36%"
"Oct 24, 2006	1.2557	1.2548	1.2578	1.2523	0.07%"
"Oct 23, 2006	1.2548	1.2618	1.2622	1.2534	-0.52%"
"Oct 20, 2006	1.2614	1.2626	1.2641	1.2597	-0.11%"
"Oct 19, 2006	1.2628	1.2534	1.2645	1.253	0.76%"
"Oct 18, 2006	1.2533	1.2534	1.2561	1.25	-0.04%"
"Oct 17, 2006	1.2538	1.2532	1.2567	1.2508	0.06%"
"Oct 16, 2006	1.253	1.2499	1.2538	1.2487	0.12%"
"Oct 13, 2006	1.2515	1.2556	1.258	1.2484	-0.35%"
"Oct 12, 2006	1.2559	1.2517	1.2567	1.2515	0.34%"
"Oct 11, 2006	1.2517	1.2534	1.2559	1.2502	-0.17%"
"Oct 10, 2006	1.2538	1.2593	1.2618	1.2517	-0.45%"
"Oct 09, 2006	1.2595	1.2593	1.2618	1.2584	-0.04%"
"Oct 06, 2006	1.26	1.269	1.2717	1.2574	-0.75%"
"Oct 05, 2006	1.2695	1.2717	1.2732	1.2674	-0.17%"
"Oct 04, 2006	1.2717	1.2729	1.2744	1.2666	-0.15%"
"Oct 03, 2006	1.2736	1.2738	1.2769	1.2719	-0.02%"
"Oct 02, 2006	1.2738	1.2683	1.2759	1.266	0.52%"
"Sep 29, 2006	1.2672	1.2698	1.2714	1.2638	-0.27%"
"Sep 28, 2006	1.2706	1.2698	1.2736	1.2677	0.05%"
"Sep 27, 2006	1.27	1.2685	1.2721	1.267	0.12%"
"Sep 26, 2006	1.2685	1.2748	1.2765	1.2662	-0.53%"
"Sep 25, 2006	1.2752	1.2792	1.2827	1.2732	-0.22%"
"Sep 22, 2006	1.278	1.2783	1.2835	1.2774	0.00%"
"Sep 21, 2006	1.278	1.2688	1.2799	1.2681	0.73%"
"Sep 20, 2006	1.2687	1.2673	1.2729	1.2662	0.06%"
"Sep 19, 2006	1.2679	1.2698	1.2729	1.2651	-0.19%"
"Sep 18, 2006	1.2703	1.2636	1.2712	1.263	0.44%"
"Sep 15, 2006	1.2647	1.2721	1.2736	1.263	-0.58%"
"Sep 14, 2006	1.2721	1.2698	1.2755	1.2674	0.21%"
"Sep 13, 2006	1.2694	1.2683	1.2717	1.2664	0.07%"
"Sep 12, 2006	1.2685	1.27	1.2734	1.267	-0.15%"
"Sep 11, 2006	1.2704	1.2668	1.2744	1.2647	0.24%"
"Sep 08, 2006	1.2673	1.2732	1.2742	1.2649	-0.46%"
"Sep 07, 2006	1.2732	1.2801	1.2832	1.2704	-0.57%"
"Sep 06, 2006	1.2805	1.2818	1.2837	1.2767	-0.10%"
"Sep 05, 2006	1.2818	1.2862	1.2866	1.2793	-0.43%"
"Sep 04, 2006	1.2873	1.2846	1.2876	1.2838	0.29%"
"Sep 01, 2006	1.2836	1.2804	1.2848	1.2754	0.23%"
"Aug 31, 2006	1.2807	1.2835	1.2881	1.2784	-0.25%"
"Aug 30, 2006	1.2839	1.2824	1.2855	1.2811	0.08%"
"Aug 29, 2006	1.2829	1.2786	1.2845	1.275	0.40%"
"Aug 28, 2006	1.2778	1.2761	1.2822	1.2753	0.22%"
"Aug 25, 2006	1.275	1.2767	1.2784	1.2725	-0.13%"
"Aug 24, 2006	1.2767	1.2784	1.2845	1.275	-0.16%"
"Aug 23, 2006	1.2788	1.2805	1.2853	1.2776	-0.13%"
"Aug 22, 2006	1.2805	1.2887	1.2892	1.2783	-0.67%"
"Aug 21, 2006	1.2891	1.2828	1.294	1.2826	0.51%"
"Aug 18, 2006	1.2826	1.2831	1.2848	1.2781	-0.05%"
"Aug 17, 2006	1.2832	1.2843	1.2893	1.2813	-0.10%"
"Aug 16, 2006	1.2845	1.2784	1.2868	1.2767	0.45%"
"Aug 15, 2006	1.2787	1.2723	1.2806	1.2695	0.53%"
"Aug 14, 2006	1.2719	1.2713	1.2767	1.2706	-0.02%"
"Aug 11, 2006	1.2722	1.2793	1.2801	1.2716	-0.56%"
"Aug 10, 2006	1.2794	1.2865	1.2914	1.2748	-0.53%"
"Aug 09, 2006	1.2862	1.2822	1.2904	1.2765	0.22%"
"Aug 08, 2006	1.2834	1.2831	1.2896	1.2806	0.01%"
"Aug 07, 2006	1.2833	1.2883	1.2893	1.283	-0.32%"
"Aug 04, 2006	1.2874	1.2803	1.2912	1.276	0.54%"
"Aug 03, 2006	1.2805	1.279	1.2837	1.2742	0.13%"
"Aug 02, 2006	1.2788	1.2824	1.2837	1.2774	-0.31%"
"Aug 01, 2006	1.2828	1.2763	1.283	1.2719	0.51%"
"Jul 31, 2006	1.2763	1.2767	1.2784	1.2738	-0.01%"
"Jul 28, 2006	1.2764	1.2697	1.2772	1.2658	0.52%"
"Jul 27, 2006	1.2698	1.2716	1.2774	1.2681	-0.15%"
"Jul 26, 2006	1.2717	1.2579	1.2725	1.2559	1.11%"
"Jul 25, 2006	1.2578	1.263	1.2675	1.2561	-0.45%"
"Jul 24, 2006	1.2635	1.2702	1.2708	1.2609	-0.49%"
"Jul 21, 2006	1.2697	1.263	1.2699	1.2624	0.55%"
"Jul 20, 2006	1.2628	1.2591	1.2656	1.2588	0.28%"
"Jul 19, 2006	1.2593	1.2503	1.261	1.2457	0.70%"
"Jul 18, 2006	1.2506	1.2521	1.2561	1.2473	-0.10%"
"Jul 17, 2006	1.2519	1.2632	1.2647	1.251	-1.04%"
"Jul 14, 2006	1.2651	1.2692	1.2698	1.2625	-0.32%"
"Jul 13, 2006	1.2692	1.2701	1.2734	1.2664	-0.08%"
"Jul 12, 2006	1.2702	1.2763	1.2782	1.2675	-0.55%"
"Jul 11, 2006	1.2772	1.2736	1.2779	1.2704	0.27%"
"Jul 10, 2006	1.2737	1.2812	1.2818	1.2718	-0.57%"
"Jul 07, 2006	1.281	1.278	1.2864	1.2765	0.25%"
"Jul 06, 2006	1.2778	1.2723	1.2784	1.2719	0.45%"
"Jul 05, 2006	1.2721	1.2786	1.2841	1.2704	-0.58%"
"Jul 04, 2006	1.2795	1.279	1.2824	1.2784	-0.02%"
"Jul 03, 2006	1.2798	1.279	1.2825	1.2762	0.07%"
"Jun 30, 2006	1.2789	1.2668	1.2797	1.2657	1.00%"
"Jun 29, 2006	1.2662	1.255	1.2668	1.2515	0.84%"
"Jun 28, 2006	1.2557	1.2581	1.2586	1.2516	-0.21%"
"Jun 27, 2006	1.2584	1.2588	1.262	1.2559	-0.03%"
"Jun 26, 2006	1.2588	1.2504	1.2605	1.25	0.61%"
"Jun 23, 2006	1.2512	1.2572	1.2596	1.2479	-0.52%"
"Jun 22, 2006	1.2578	1.2664	1.2681	1.255	-0.65%"
"Jun 21, 2006	1.266	1.2584	1.2681	1.258	0.60%"
"Jun 20, 2006	1.2584	1.2578	1.2618	1.2538	0.08%"
"Jun 19, 2006	1.2574	1.2649	1.2654	1.255	-0.56%"
"Jun 16, 2006	1.2645	1.2634	1.2678	1.2619	0.08%"
"Jun 15, 2006	1.2635	1.2605	1.2658	1.2578	0.24%"
"Jun 14, 2006	1.2605	1.2548	1.265	1.2534	0.49%"
"Jun 13, 2006	1.2544	1.2582	1.262	1.2529	-0.33%"
"Jun 12, 2006	1.2585	1.2618	1.2653	1.2567	-0.47%"
"Jun 09, 2006	1.2644	1.2653	1.2686	1.2596	-0.06%"
"Jun 08, 2006	1.2651	1.2794	1.2809	1.2625	-1.09%"
"Jun 07, 2006	1.279	1.2819	1.2838	1.2758	-0.23%"
"Jun 06, 2006	1.282	1.2908	1.2938	1.2807	-0.67%"
"Jun 05, 2006	1.2906	1.2929	1.298	1.29	-0.09%"
"Jun 02, 2006	1.2918	1.2813	1.2942	1.2795	0.84%"
"Jun 01, 2006	1.281	1.2813	1.2825	1.2721	-0.02%"
"May 31, 2006	1.2812	1.2876	1.2905	1.2804	-0.49%"
"May 30, 2006	1.2875	1.2748	1.291	1.274	0.96%"
"May 29, 2006	1.2752	1.2731	1.277	1.2719	0.13%"
"May 26, 2006	1.2735	1.2816	1.2837	1.2701	-0.55%"
"May 25, 2006	1.2805	1.2759	1.2818	1.2746	0.42%"
"May 24, 2006	1.2752	1.2814	1.2894	1.2729	-0.53%"
"May 23, 2006	1.282	1.2866	1.2879	1.2803	-0.41%"
"May 22, 2006	1.2873	1.2759	1.2887	1.2693	0.78%"
"May 19, 2006	1.2774	1.2858	1.2867	1.2695	-0.68%"
"May 18, 2006	1.2862	1.2731	1.2866	1.2721	0.99%"
"May 17, 2006	1.2736	1.286	1.2923	1.2702	-0.98%"
"May 16, 2006	1.2862	1.2797	1.287	1.2769	0.51%"
"May 15, 2006	1.2797	1.295	1.2973	1.2778	-1.04%"
"May 12, 2006	1.2932	1.2838	1.2959	1.2831	0.76%"
"May 11, 2006	1.2834	1.2784	1.2873	1.2685	0.36%"
"May 10, 2006	1.2788	1.2761	1.2832	1.275	0.20%"
"May 09, 2006	1.2763	1.27	1.2784	1.266	0.43%"
"May 08, 2006	1.2708	1.2742	1.2788	1.2691	-0.13%"
"May 05, 2006	1.2725	1.2692	1.2768	1.2673	0.24%"
"May 04, 2006	1.2694	1.263	1.2723	1.2569	0.42%"
"May 03, 2006	1.2641	1.2614	1.267	1.2589	0.20%"
"May 02, 2006	1.2616	1.2569	1.2668	1.2557	0.24%"
"May 01, 2006	1.2586	1.2626	1.2691	1.2555	-0.40%"
"Apr 28, 2006	1.2637	1.253	1.2642	1.2521	0.84%"
"Apr 27, 2006	1.2532	1.2449	1.2551	1.2404	0.70%"
"Apr 26, 2006	1.2445	1.2429	1.2471	1.2386	0.08%"
"Apr 25, 2006	1.2435	1.2386	1.244	1.2364	0.32%"
"Apr 24, 2006	1.2395	1.2373	1.2416	1.2332	0.44%"
"Apr 21, 2006	1.2341	1.2317	1.2363	1.2267	0.16%"
"Apr 20, 2006	1.2321	1.2382	1.2382	1.2285	-0.48%"
"Apr 19, 2006	1.2381	1.2358	1.2395	1.2283	0.24%"
"Apr 18, 2006	1.2351	1.2256	1.2361	1.2222	0.80%"
"Apr 17, 2006	1.2253	1.2124	1.2291	1.2122	1.18%"
"Apr 14, 2006	1.211	1.2108	1.212	1.2092	-0.05%"
"Apr 13, 2006	1.2116	1.2104	1.2135	1.2065	0.07%"
"Apr 12, 2006	1.2107	1.2142	1.217	1.2066	-0.33%"
"Apr 11, 2006	1.2147	1.2113	1.2156	1.209	0.26%"
"Apr 10, 2006	1.2115	1.2109	1.213	1.2075	0.21%"
"Apr 07, 2006	1.209	1.2223	1.2228	1.2088	-1.11%"
"Apr 06, 2006	1.2226	1.2298	1.2334	1.2197	-0.57%"
"Apr 05, 2006	1.2296	1.2262	1.2308	1.2243	0.33%"
"Apr 04, 2006	1.2256	1.2134	1.2279	1.2119	0.97%"
"Apr 03, 2006	1.2138	1.2121	1.2149	1.2031	0.16%"
"Mar 31, 2006	1.2119	1.2165	1.2176	1.2077	-0.42%"
"Mar 30, 2006	1.217	1.2027	1.217	1.202	1.17%"
"Mar 29, 2006	1.2029	1.2001	1.205	1.1976	0.22%"
"Mar 28, 2006	1.2003	1.2014	1.2111	1.1992	-0.09%"
"Mar 27, 2006	1.2014	1.2039	1.2064	1.2003	-0.18%"
"Mar 24, 2006	1.2036	1.1972	1.2048	1.195	0.53%"
"Mar 23, 2006	1.1972	1.2077	1.2083	1.1955	-0.89%"
"Mar 22, 2006	1.2079	1.2094	1.2115	1.2064	-0.07%"
"Mar 21, 2006	1.2088	1.2167	1.2167	1.2073	-0.65%"
"Mar 20, 2006	1.2167	1.2186	1.22	1.2147	-0.19%"
"Mar 17, 2006	1.219	1.2176	1.2208	1.2139	0.08%"
"Mar 16, 2006	1.218	1.2069	1.219	1.2033	0.90%"
"Mar 15, 2006	1.2071	1.2013	1.2076	1.2005	0.46%"
"Mar 14, 2006	1.2016	1.196	1.2033	1.1936	0.46%"
"Mar 13, 2006	1.1961	1.1917	1.1972	1.1911	0.39%"
"Mar 10, 2006	1.1915	1.1912	1.1934	1.1859	0.01%"
"Mar 09, 2006	1.1914	1.1924	1.1954	1.1901	-0.08%"
"Mar 08, 2006	1.1923	1.1886	1.1942	1.1871	0.31%"
"Mar 07, 2006	1.1886	1.2019	1.2024	1.1868	-1.10%"
"Mar 06, 2006	1.2018	1.205	1.2094	1.1989	-0.17%"
"Mar 03, 2006	1.2039	1.2039	1.2054	1.1993	-0.02%"
"Mar 02, 2006	1.2041	1.1917	1.2046	1.1911	1.06%"
"Mar 01, 2006	1.1915	1.1921	1.1976	1.189	-0.05%"
"Feb 28, 2006	1.1921	1.1848	1.1944	1.1835	0.63%"
"Feb 27, 2006	1.1846	1.1871	1.1879	1.1824	-0.23%"
"Feb 24, 2006	1.1873	1.1923	1.1936	1.1864	-0.42%"
"Feb 23, 2006	1.1923	1.1911	1.1972	1.1888	0.10%"
"Feb 22, 2006	1.1911	1.1913	1.193	1.1858	0.00%"
"Feb 21, 2006	1.1911	1.1938	1.1944	1.189	-0.23%"
"Feb 20, 2006	1.1938	1.1932	1.1976	1.1923	0.03%"
"Feb 17, 2006	1.1934	1.1904	1.1944	1.1856	0.32%"
"Feb 16, 2006	1.1896	1.1892	1.1904	1.1847	0.09%"
"Feb 15, 2006	1.1885	1.1916	1.1956	1.1871	-0.25%"
"Feb 14, 2006	1.1915	1.19	1.1925	1.1856	0.08%"
"Feb 13, 2006	1.1905	1.1903	1.1925	1.1878	0.04%"
"Feb 10, 2006	1.19	1.198	1.2027	1.1892	-0.68%"
"Feb 09, 2006	1.1981	1.1964	1.1997	1.1946	0.22%"
"Feb 08, 2006	1.1955	1.198	1.1997	1.1923	-0.16%"
"Feb 07, 2006	1.1974	1.1966	1.2016	1.194	0.09%"
"Feb 06, 2006	1.1963	1.2037	1.2048	1.1944	-0.51%"
"Feb 03, 2006	1.2024	1.2092	1.2113	1.1968	-0.61%"
"Feb 02, 2006	1.2098	1.2058	1.2109	1.2031	0.31%"
"Feb 01, 2006	1.2061	1.2153	1.2166	1.2048	-0.77%"
"Jan 31, 2006	1.2155	1.2092	1.2191	1.2077	0.55%"
"Jan 30, 2006	1.2088	1.2106	1.2117	1.2062	-0.10%"
"Jan 27, 2006	1.21	1.2205	1.2237	1.2085	-0.93%"
"Jan 26, 2006	1.2214	1.2244	1.2272	1.22	-0.26%"
"Jan 25, 2006	1.2246	1.2284	1.2324	1.2234	-0.28%"
"Jan 24, 2006	1.2281	1.231	1.2326	1.2259	-0.25%"
"Jan 23, 2006	1.2312	1.2141	1.2313	1.2138	1.43%"
"Jan 20, 2006	1.2138	1.21	1.2142	1.2041	0.33%"
"Jan 19, 2006	1.2098	1.2115	1.2125	1.2052	-0.06%"
"Jan 18, 2006	1.2105	1.2107	1.2162	1.2071	-0.02%"
"Jan 17, 2006	1.2107	1.2119	1.2145	1.205	-0.12%"
"Jan 16, 2006	1.2121	1.2151	1.2177	1.2105	-0.14%"
"Jan 13, 2006	1.2138	1.2037	1.2144	1.2026	0.86%"
"Jan 12, 2006	1.2035	1.2125	1.2165	1.2005	-0.74%"
"Jan 11, 2006	1.2125	1.2062	1.2146	1.2043	0.48%"
"Jan 10, 2006	1.2067	1.2084	1.2111	1.2036	-0.17%"
"Jan 09, 2006	1.2087	1.2147	1.2156	1.2051	-0.51%"
"Jan 06, 2006	1.2149	1.2107	1.2182	1.2079	0.39%"
"Jan 05, 2006	1.2102	1.2123	1.2123	1.2064	-0.21%"
"Jan 04, 2006	1.2128	1.2012	1.2144	1.2003	0.97%"
"Jan 03, 2006	1.2012	1.1824	1.2031	1.181	1.58%"
"Jan 02, 2006	1.1825	1.1846	1.187	1.1801	-0.15%"
"Dec 30, 2005	1.1843	1.1845	1.189	1.1778	-0.01%"
"Dec 29, 2005	1.1844	1.1836	1.1884	1.1816	0.08%"
"Dec 28, 2005	1.1835	1.1829	1.1936	1.1814	0.03%"
"Dec 27, 2005	1.1831	1.1848	1.1881	1.1829	-0.14%"
"Dec 26, 2005	1.1848	1.186	1.1867	1.1831	-0.23%"
"Dec 23, 2005	1.1875	1.1869	1.1885	1.1829	0.05%"
"Dec 22, 2005	1.1869	1.1837	1.1902	1.181	0.31%"
"Dec 21, 2005	1.1832	1.1858	1.1912	1.1799	-0.32%"
"Dec 20, 2005	1.187	1.2007	1.2015	1.1838	-1.12%"
"Dec 19, 2005	1.2004	1.2027	1.204	1.1973	-0.07%"
"Dec 16, 2005	1.2013	1.1975	1.2028	1.1934	0.29%"
"Dec 15, 2005	1.1978	1.2001	1.2039	1.1934	-0.22%"
"Dec 14, 2005	1.2004	1.1945	1.2063	1.193	0.56%"
"Dec 13, 2005	1.1937	1.1952	1.1987	1.1903	-0.15%"
"Dec 12, 2005	1.1955	1.1781	1.1984	1.1777	1.21%"
"Dec 09, 2005	1.1812	1.182	1.1839	1.1764	-0.04%"
"Dec 08, 2005	1.1817	1.1721	1.185	1.1701	0.81%"
"Dec 07, 2005	1.1722	1.1785	1.1804	1.1702	-0.55%"
"Dec 06, 2005	1.1787	1.1791	1.181	1.1755	0.03%"
"Dec 05, 2005	1.1784	1.1704	1.1821	1.1688	0.57%"
"Dec 02, 2005	1.1717	1.1734	1.1751	1.1662	-0.14%"
"Dec 01, 2005	1.1734	1.1789	1.1805	1.1688	-0.47%"
"Nov 30, 2005	1.1789	1.1778	1.1805	1.1755	0.03%"
"Nov 29, 2005	1.1785	1.1845	1.1864	1.1738	-0.56%"
"Nov 28, 2005	1.1851	1.1716	1.1905	1.1682	1.08%"
"Nov 25, 2005	1.1724	1.1787	1.179	1.1708	-0.53%"
"Nov 24, 2005	1.1787	1.1824	1.1827	1.1765	-0.28%"
"Nov 23, 2005	1.182	1.182	1.1865	1.1761	0.07%"
