DateKey,DateAltKey,CalendarYear,CalendarQuarter,MonthOfYear,MonthName,DayOfMonth,DayOfWeek,DayName,FiscalYear,FiscalQuarter
20091019,2009-10-19 00:00:00.000,2009,4,10,October,19,2,Monday,2010,2
20091020,2009-10-20 00:00:00.000,2009,4,10,October,20,3,Tuesday,2010,2
20091021,2009-10-21 00:00:00.000,2009,4,10,October,21,4,Wednesday,2010,2
20091022,2009-10-22 00:00:00.000,2009,4,10,October,22,5,Thursday,2010,2
20091023,2009-10-23 00:00:00.000,2009,4,10,October,23,6,Friday,2010,2
20091024,2009-10-24 00:00:00.000,2009,4,10,October,24,7,Saturday,2010,2
20091025,2009-10-25 00:00:00.000,2009,4,10,October,25,1,Sunday,2010,2
20091026,2009-10-26 00:00:00.000,2009,4,10,October,26,2,Monday,2010,2
20091027,2009-10-27 00:00:00.000,2009,4,10,October,27,3,Tuesday,2010,2
20091028,2009-10-28 00:00:00.000,2009,4,10,October,28,4,Wednesday,2010,2
20091029,2009-10-29 00:00:00.000,2009,4,10,October,29,5,Thursday,2010,2
20091030,2009-10-30 00:00:00.000,2009,4,10,October,30,6,Friday,2010,2
20091031,2009-10-31 00:00:00.000,2009,4,10,October,31,7,Saturday,2010,2
20091101,2009-11-01 00:00:00.000,2009,4,11,November,1,1,Sunday,2010,2
20091102,2009-11-02 00:00:00.000,2009,4,11,November,2,2,Monday,2010,2
20091103,2009-11-03 00:00:00.000,2009,4,11,November,3,3,Tuesday,2010,2
20091104,2009-11-04 00:00:00.000,2009,4,11,November,4,4,Wednesday,2010,2
20091105,2009-11-05 00:00:00.000,2009,4,11,November,5,5,Thursday,2010,2
20091106,2009-11-06 00:00:00.000,2009,4,11,November,6,6,Friday,2010,2
20091107,2009-11-07 00:00:00.000,2009,4,11,November,7,7,Saturday,2010,2
20091108,2009-11-08 00:00:00.000,2009,4,11,November,8,1,Sunday,2010,2
20091109,2009-11-09 00:00:00.000,2009,4,11,November,9,2,Monday,2010,2
20091110,2009-11-10 00:00:00.000,2009,4,11,November,10,3,Tuesday,2010,2
20091111,2009-11-11 00:00:00.000,2009,4,11,November,11,4,Wednesday,2010,2
20091112,2009-11-12 00:00:00.000,2009,4,11,November,12,5,Thursday,2010,2
20091113,2009-11-13 00:00:00.000,2009,4,11,November,13,6,Friday,2010,2
20091114,2009-11-14 00:00:00.000,2009,4,11,November,14,7,Saturday,2010,2
20091115,2009-11-15 00:00:00.000,2009,4,11,November,15,1,Sunday,2010,2
20091116,2009-11-16 00:00:00.000,2009,4,11,November,16,2,Monday,2010,2
20091117,2009-11-17 00:00:00.000,2009,4,11,November,17,3,Tuesday,2010,2
20091118,2009-11-18 00:00:00.000,2009,4,11,November,18,4,Wednesday,2010,2
20091119,2009-11-19 00:00:00.000,2009,4,11,November,19,5,Thursday,2010,2
20091120,2009-11-20 00:00:00.000,2009,4,11,November,20,6,Friday,2010,2
20091121,2009-11-21 00:00:00.000,2009,4,11,November,21,7,Saturday,2010,2
20091122,2009-11-22 00:00:00.000,2009,4,11,November,22,1,Sunday,2010,2
20091123,2009-11-23 00:00:00.000,2009,4,11,November,23,2,Monday,2010,2
20091124,2009-11-24 00:00:00.000,2009,4,11,November,24,3,Tuesday,2010,2
20091125,2009-11-25 00:00:00.000,2009,4,11,November,25,4,Wednesday,2010,2
20091126,2009-11-26 00:00:00.000,2009,4,11,November,26,5,Thursday,2010,2
20091127,2009-11-27 00:00:00.000,2009,4,11,November,27,6,Friday,2010,2
20091128,2009-11-28 00:00:00.000,2009,4,11,November,28,7,Saturday,2010,2
20091129,2009-11-29 00:00:00.000,2009,4,11,November,29,1,Sunday,2010,2
20091130,2009-11-30 00:00:00.000,2009,4,11,November,30,2,Monday,2010,2
20091201,2009-12-01 00:00:00.000,2009,4,12,December,1,3,Tuesday,2010,2
20091203,2009-12-03 00:00:00.000,2009,4,12,December,3,5,Thursday,2010,2
20091204,2009-12-04 00:00:00.000,2009,4,12,December,4,6,Friday,2010,2
20091205,2009-12-05 00:00:00.000,2009,4,12,December,5,7,Saturday,2010,2
20091206,2009-12-06 00:00:00.000,2009,4,12,December,6,1,Sunday,2010,2
20091207,2009-12-07 00:00:00.000,2009,4,12,December,7,2,Monday,2010,2
20091208,2009-12-08 00:00:00.000,2009,4,12,December,8,3,Tuesday,2010,2
20091209,2009-12-09 00:00:00.000,2009,4,12,December,9,4,Wednesday,2010,2
20091210,2009-12-10 00:00:00.000,2009,4,12,December,10,5,Thursday,2010,2
20091211,2009-12-11 00:00:00.000,2009,4,12,December,11,6,Friday,2010,2
20091212,2009-12-12 00:00:00.000,2009,4,12,December,12,7,Saturday,2010,2
20091213,2009-12-13 00:00:00.000,2009,4,12,December,13,1,Sunday,2010,2
20091214,2009-12-14 00:00:00.000,2009,4,12,December,14,2,Monday,2010,2
20091215,2009-12-15 00:00:00.000,2009,4,12,December,15,3,Tuesday,2010,2
20091216,2009-12-16 00:00:00.000,2009,4,12,December,16,4,Wednesday,2010,2
20091217,2009-12-17 00:00:00.000,2009,4,12,December,17,5,Thursday,2010,2
20091218,2009-12-18 00:00:00.000,2009,4,12,December,18,6,Friday,2010,2
20091219,2009-12-19 00:00:00.000,2009,4,12,December,19,7,Saturday,2010,2
20091220,2009-12-20 00:00:00.000,2009,4,12,December,20,1,Sunday,2010,2
20091221,2009-12-21 00:00:00.000,2009,4,12,December,21,2,Monday,2010,2
20091222,2009-12-22 00:00:00.000,2009,4,12,December,22,3,Tuesday,2010,2
20091223,2009-12-23 00:00:00.000,2009,4,12,December,23,4,Wednesday,2010,2
20091224,2009-12-24 00:00:00.000,2009,4,12,December,24,5,Thursday,2010,2
20091225,2009-12-25 00:00:00.000,2009,4,12,December,25,6,Friday,2010,2
20091226,2009-12-26 00:00:00.000,2009,4,12,December,26,7,Saturday,2010,2
20091227,2009-12-27 00:00:00.000,2009,4,12,December,27,1,Sunday,2010,2
20091228,2009-12-28 00:00:00.000,2009,4,12,December,28,2,Monday,2010,2
20091229,2009-12-29 00:00:00.000,2009,4,12,December,29,3,Tuesday,2010,2
20091230,2009-12-30 00:00:00.000,2009,4,12,December,30,4,Wednesday,2010,2
20091231,2009-12-31 00:00:00.000,2009,4,12,December,31,5,Thursday,2010,2
20100101,2010-01-01 00:00:00.000,2010,1,1,January,1,6,Friday,2010,3
20100102,2010-01-02 00:00:00.000,2010,1,1,January,2,7,Saturday,2010,3
20100103,2010-01-03 00:00:00.000,2010,1,1,January,3,1,Sunday,2010,3
20100104,2010-01-04 00:00:00.000,2010,1,1,January,4,2,Monday,2010,3
20100105,2010-01-05 00:00:00.000,2010,1,1,January,5,3,Tuesday,2010,3
20100106,2010-01-06 00:00:00.000,2010,1,1,January,6,4,Wednesday,2010,3
20100107,2010-01-07 00:00:00.000,2010,1,1,January,7,5,Thursday,2010,3
20100108,2010-01-08 00:00:00.000,2010,1,1,January,8,6,Friday,2010,3
20100109,2010-01-09 00:00:00.000,2010,1,1,January,9,7,Saturday,2010,3
20100110,2010-01-10 00:00:00.000,2010,1,1,January,10,1,Sunday,2010,3
20100111,2010-01-11 00:00:00.000,2010,1,1,January,11,2,Monday,2010,3
20100112,2010-01-12 00:00:00.000,2010,1,1,January,12,3,Tuesday,2010,3
20100113,2010-01-13 00:00:00.000,2010,1,1,January,13,4,Wednesday,2010,3
20100114,2010-01-14 00:00:00.000,2010,1,1,January,14,5,Thursday,2010,3
20100115,2010-01-15 00:00:00.000,2010,1,1,January,15,6,Friday,2010,3
20100116,2010-01-16 00:00:00.000,2010,1,1,January,16,7,Saturday,2010,3
20100117,2010-01-17 00:00:00.000,2010,1,1,January,17,1,Sunday,2010,3
20100118,2010-01-18 00:00:00.000,2010,1,1,January,18,2,Monday,2010,3
20100119,2010-01-19 00:00:00.000,2010,1,1,January,19,3,Tuesday,2010,3
20100120,2010-01-20 00:00:00.000,2010,1,1,January,20,4,Wednesday,2010,3
20100121,2010-01-21 00:00:00.000,2010,1,1,January,21,5,Thursday,2010,3
20100122,2010-01-22 00:00:00.000,2010,1,1,January,22,6,Friday,2010,3
20100123,2010-01-23 00:00:00.000,2010,1,1,January,23,7,Saturday,2010,3
20100124,2010-01-24 00:00:00.000,2010,1,1,January,24,1,Sunday,2010,3
20100125,2010-01-25 00:00:00.000,2010,1,1,January,25,2,Monday,2010,3
20100126,2010-01-26 00:00:00.000,2010,1,1,January,26,3,Tuesday,2010,3
20100127,2010-01-27 00:00:00.000,2010,1,1,January,27,4,Wednesday,2010,3
20100128,2010-01-28 00:00:00.000,2010,1,1,January,28,5,Thursday,2010,3
20100129,2010-01-29 00:00:00.000,2010,1,1,January,29,6,Friday,2010,3
20100130,2010-01-30 00:00:00.000,2010,1,1,January,30,7,Saturday,2010,3
20100131,2010-01-31 00:00:00.000,2010,1,1,January,31,1,Sunday,2010,3
20100201,2010-02-01 00:00:00.000,2010,1,2,February,1,2,Monday,2010,3
20100202,2010-02-02 00:00:00.000,2010,1,2,February,2,3,Tuesday,2010,3
20100203,2010-02-03 00:00:00.000,2010,1,2,February,3,4,Wednesday,2010,3
20100204,2010-02-04 00:00:00.000,2010,1,2,February,4,5,Thursday,2010,3
20100205,2010-02-05 00:00:00.000,2010,1,2,February,5,6,Friday,2010,3
20100206,2010-02-06 00:00:00.000,2010,1,2,February,6,7,Saturday,2010,3
20100207,2010-02-07 00:00:00.000,2010,1,2,February,7,1,Sunday,2010,3
20100208,2010-02-08 00:00:00.000,2010,1,2,February,8,2,Monday,2010,3
20100209,2010-02-09 00:00:00.000,2010,1,2,February,9,3,Tuesday,2010,3
20100210,2010-02-10 00:00:00.000,2010,1,2,February,10,4,Wednesday,2010,3
20100211,2010-02-11 00:00:00.000,2010,1,2,February,11,5,Thursday,2010,3
20100212,2010-02-12 00:00:00.000,2010,1,2,February,12,6,Friday,2010,3
20100213,2010-02-13 00:00:00.000,2010,1,2,February,13,7,Saturday,2010,3
20100214,2010-02-14 00:00:00.000,2010,1,2,February,14,1,Sunday,2010,3
20100215,2010-02-15 00:00:00.000,2010,1,2,February,15,2,Monday,2010,3
20100216,2010-02-16 00:00:00.000,2010,1,2,February,16,3,Tuesday,2010,3
20100217,2010-02-17 00:00:00.000,2010,1,2,February,17,4,Wednesday,2010,3
20100218,2010-02-18 00:00:00.000,2010,1,2,February,18,5,Thursday,2010,3
20100219,2010-02-19 00:00:00.000,2010,1,2,February,19,6,Friday,2010,3
20100220,2010-02-20 00:00:00.000,2010,1,2,February,20,7,Saturday,2010,3
20100221,2010-02-21 00:00:00.000,2010,1,2,February,21,1,Sunday,2010,3
20100222,2010-02-22 00:00:00.000,2010,1,2,February,22,2,Monday,2010,3
20100223,2010-02-23 00:00:00.000,2010,1,2,February,23,3,Tuesday,2010,3
20100224,2010-02-24 00:00:00.000,2010,1,2,February,24,4,Wednesday,2010,3
20100225,2010-02-25 00:00:00.000,2010,1,2,February,25,5,Thursday,2010,3
20100226,2010-02-26 00:00:00.000,2010,1,2,February,26,6,Friday,2010,3
20100227,2010-02-27 00:00:00.000,2010,1,2,February,27,7,Saturday,2010,3
20100228,2010-02-28 00:00:00.000,2010,1,2,February,28,1,Sunday,2010,3
20100301,2010-03-01 00:00:00.000,2010,1,3,March,1,2,Monday,2010,3
20100302,2010-03-02 00:00:00.000,2010,1,3,March,2,3,Tuesday,2010,3
20100303,2010-03-03 00:00:00.000,2010,1,3,March,3,4,Wednesday,2010,3
20100305,2010-03-05 00:00:00.000,2010,1,3,March,5,6,Friday,2010,3
20100306,2010-03-06 00:00:00.000,2010,1,3,March,6,7,Saturday,2010,3
20100307,2010-03-07 00:00:00.000,2010,1,3,March,7,1,Sunday,2010,3
20100308,2010-03-08 00:00:00.000,2010,1,3,March,8,2,Monday,2010,3
20100309,2010-03-09 00:00:00.000,2010,1,3,March,9,3,Tuesday,2010,3
20100310,2010-03-10 00:00:00.000,2010,1,3,March,10,4,Wednesday,2010,3
20100311,2010-03-11 00:00:00.000,2010,1,3,March,11,5,Thursday,2010,3
20100312,2010-03-12 00:00:00.000,2010,1,3,March,12,6,Friday,2010,3
20100313,2010-03-13 00:00:00.000,2010,1,3,March,13,7,Saturday,2010,3
20100314,2010-03-14 00:00:00.000,2010,1,3,March,14,1,Sunday,2010,3
20100315,2010-03-15 00:00:00.000,2010,1,3,March,15,2,Monday,2010,3
20100316,2010-03-16 00:00:00.000,2010,1,3,March,16,3,Tuesday,2010,3
20100317,2010-03-17 00:00:00.000,2010,1,3,March,17,4,Wednesday,2010,3
20100318,2010-03-18 00:00:00.000,2010,1,3,March,18,5,Thursday,2010,3
20100319,2010-03-19 00:00:00.000,2010,1,3,March,19,6,Friday,2010,3
20100320,2010-03-20 00:00:00.000,2010,1,3,March,20,7,Saturday,2010,3
20100321,2010-03-21 00:00:00.000,2010,1,3,March,21,1,Sunday,2010,3
20100322,2010-03-22 00:00:00.000,2010,1,3,March,22,2,Monday,2010,3
20100323,2010-03-23 00:00:00.000,2010,1,3,March,23,3,Tuesday,2010,3
20100324,2010-03-24 00:00:00.000,2010,1,3,March,24,4,Wednesday,2010,3
20100325,2010-03-25 00:00:00.000,2010,1,3,March,25,5,Thursday,2010,3
20100326,2010-03-26 00:00:00.000,2010,1,3,March,26,6,Friday,2010,3
20100327,2010-03-27 00:00:00.000,2010,1,3,March,27,7,Saturday,2010,3
20100328,2010-03-28 00:00:00.000,2010,1,3,March,28,1,Sunday,2010,3
20100329,2010-03-29 00:00:00.000,2010,1,3,March,29,2,Monday,2010,3
20100330,2010-03-30 00:00:00.000,2010,1,3,March,30,3,Tuesday,2010,3
20100331,2010-03-31 00:00:00.000,2010,1,3,March,31,4,Wednesday,2010,3
20100401,2010-04-01 00:00:00.000,2010,2,4,April,1,5,Thursday,2010,4
20100402,2010-04-02 00:00:00.000,2010,2,4,April,2,6,Friday,2010,4
20100403,2010-04-03 00:00:00.000,2010,2,4,April,3,7,Saturday,2010,4
20100404,2010-04-04 00:00:00.000,2010,2,4,April,4,1,Sunday,2010,4
20100405,2010-04-05 00:00:00.000,2010,2,4,April,5,2,Monday,2010,4
20100406,2010-04-06 00:00:00.000,2010,2,4,April,6,3,Tuesday,2010,4
20100407,2010-04-07 00:00:00.000,2010,2,4,April,7,4,Wednesday,2010,4
20100408,2010-04-08 00:00:00.000,2010,2,4,April,8,5,Thursday,2010,4
20100409,2010-04-09 00:00:00.000,2010,2,4,April,9,6,Friday,2010,4
20100410,2010-04-10 00:00:00.000,2010,2,4,April,10,7,Saturday,2010,4
20100411,2010-04-11 00:00:00.000,2010,2,4,April,11,1,Sunday,2010,4
20100412,2010-04-12 00:00:00.000,2010,2,4,April,12,2,Monday,2010,4
20100413,2010-04-13 00:00:00.000,2010,2,4,April,13,3,Tuesday,2010,4
20100414,2010-04-14 00:00:00.000,2010,2,4,April,14,4,Wednesday,2010,4
20100415,2010-04-15 00:00:00.000,2010,2,4,April,15,5,Thursday,2010,4
20100416,2010-04-16 00:00:00.000,2010,2,4,April,16,6,Friday,2010,4
20100417,2010-04-17 00:00:00.000,2010,2,4,April,17,7,Saturday,2010,4
20100418,2010-04-18 00:00:00.000,2010,2,4,April,18,1,Sunday,2010,4
20100419,2010-04-19 00:00:00.000,2010,2,4,April,19,2,Monday,2010,4
20100420,2010-04-20 00:00:00.000,2010,2,4,April,20,3,Tuesday,2010,4
20100421,2010-04-21 00:00:00.000,2010,2,4,April,21,4,Wednesday,2010,4
20100422,2010-04-22 00:00:00.000,2010,2,4,April,22,5,Thursday,2010,4
20100423,2010-04-23 00:00:00.000,2010,2,4,April,23,6,Friday,2010,4
20100424,2010-04-24 00:00:00.000,2010,2,4,April,24,7,Saturday,2010,4
20100425,2010-04-25 00:00:00.000,2010,2,4,April,25,1,Sunday,2010,4
20100426,2010-04-26 00:00:00.000,2010,2,4,April,26,2,Monday,2010,4
20100427,2010-04-27 00:00:00.000,2010,2,4,April,27,3,Tuesday,2010,4
20100428,2010-04-28 00:00:00.000,2010,2,4,April,28,4,Wednesday,2010,4
20100429,2010-04-29 00:00:00.000,2010,2,4,April,29,5,Thursday,2010,4
20100430,2010-04-30 00:00:00.000,2010,2,4,April,30,6,Friday,2010,4
20100501,2010-05-01 00:00:00.000,2010,2,5,May,1,7,Saturday,2010,4
20100502,2010-05-02 00:00:00.000,2010,2,5,May,2,1,Sunday,2010,4
20100503,2010-05-03 00:00:00.000,2010,2,5,May,3,2,Monday,2010,4
20100504,2010-05-04 00:00:00.000,2010,2,5,May,4,3,Tuesday,2010,4
20100505,2010-05-05 00:00:00.000,2010,2,5,May,5,4,Wednesday,2010,4
20100506,2010-05-06 00:00:00.000,2010,2,5,May,6,5,Thursday,2010,4
20100507,2010-05-07 00:00:00.000,2010,2,5,May,7,6,Friday,2010,4
20100508,2010-05-08 00:00:00.000,2010,2,5,May,8,7,Saturday,2010,4
20100509,2010-05-09 00:00:00.000,2010,2,5,May,9,1,Sunday,2010,4
20100510,2010-05-10 00:00:00.000,2010,2,5,May,10,2,Monday,2010,4
20100511,2010-05-11 00:00:00.000,2010,2,5,May,11,3,Tuesday,2010,4
20100512,2010-05-12 00:00:00.000,2010,2,5,May,12,4,Wednesday,2010,4
20100513,2010-05-13 00:00:00.000,2010,2,5,May,13,5,Thursday,2010,4
20100514,2010-05-14 00:00:00.000,2010,2,5,May,14,6,Friday,2010,4
20100515,2010-05-15 00:00:00.000,2010,2,5,May,15,7,Saturday,2010,4
20100516,2010-05-16 00:00:00.000,2010,2,5,May,16,1,Sunday,2010,4
20100517,2010-05-17 00:00:00.000,2010,2,5,May,17,2,Monday,2010,4
20100518,2010-05-18 00:00:00.000,2010,2,5,May,18,3,Tuesday,2010,4
20100519,2010-05-19 00:00:00.000,2010,2,5,May,19,4,Wednesday,2010,4
20100520,2010-05-20 00:00:00.000,2010,2,5,May,20,5,Thursday,2010,4
20100521,2010-05-21 00:00:00.000,2010,2,5,May,21,6,Friday,2010,4
20100522,2010-05-22 00:00:00.000,2010,2,5,May,22,7,Saturday,2010,4
20100523,2010-05-23 00:00:00.000,2010,2,5,May,23,1,Sunday,2010,4
20100524,2010-05-24 00:00:00.000,2010,2,5,May,24,2,Monday,2010,4
20100525,2010-05-25 00:00:00.000,2010,2,5,May,25,3,Tuesday,2010,4
20100526,2010-05-26 00:00:00.000,2010,2,5,May,26,4,Wednesday,2010,4
20100527,2010-05-27 00:00:00.000,2010,2,5,May,27,5,Thursday,2010,4
20100528,2010-05-28 00:00:00.000,2010,2,5,May,28,6,Friday,2010,4
20100529,2010-05-29 00:00:00.000,2010,2,5,May,29,7,Saturday,2010,4
20100530,2010-05-30 00:00:00.000,2010,2,5,May,30,1,Sunday,2010,4
20100531,2010-05-31 00:00:00.000,2010,2,5,May,31,2,Monday,2010,4
20100601,2010-06-01 00:00:00.000,2010,2,6,June,1,3,Tuesday,2010,4
20100602,2010-06-02 00:00:00.000,2010,2,6,June,2,4,Wednesday,2010,4
20100603,2010-06-03 00:00:00.000,2010,2,6,June,3,5,Thursday,2010,4
20100604,2010-06-04 00:00:00.000,2010,2,6,June,4,6,Friday,2010,4
20100605,2010-06-05 00:00:00.000,2010,2,6,June,5,7,Saturday,2010,4
20100606,2010-06-06 00:00:00.000,2010,2,6,June,6,1,Sunday,2010,4
20100607,2010-06-07 00:00:00.000,2010,2,6,June,7,2,Monday,2010,4
20100608,2010-06-08 00:00:00.000,2010,2,6,June,8,3,Tuesday,2010,4
20100609,2010-06-09 00:00:00.000,2010,2,6,June,9,4,Wednesday,2010,4
20100610,2010-06-10 00:00:00.000,2010,2,6,June,10,5,Thursday,2010,4
20100612,2010-06-12 00:00:00.000,2010,2,6,June,12,7,Saturday,2010,4
20100613,2010-06-13 00:00:00.000,2010,2,6,June,13,1,Sunday,2010,4
20100614,2010-06-14 00:00:00.000,2010,2,6,June,14,2,Monday,2010,4
20100615,2010-06-15 00:00:00.000,2010,2,6,June,15,3,Tuesday,2010,4
20100616,2010-06-16 00:00:00.000,2010,2,6,June,16,4,Wednesday,2010,4
20100617,2010-06-17 00:00:00.000,2010,2,6,June,17,5,Thursday,2010,4
20100618,2010-06-18 00:00:00.000,2010,2,6,June,18,6,Friday,2010,4
20100619,2010-06-19 00:00:00.000,2010,2,6,June,19,7,Saturday,2010,4
20100620,2010-06-20 00:00:00.000,2010,2,6,June,20,1,Sunday,2010,4
20100621,2010-06-21 00:00:00.000,2010,2,6,June,21,2,Monday,2010,4
20100622,2010-06-22 00:00:00.000,2010,2,6,June,22,3,Tuesday,2010,4
20100623,2010-06-23 00:00:00.000,2010,2,6,June,23,4,Wednesday,2010,4
20100624,2010-06-24 00:00:00.000,2010,2,6,June,24,5,Thursday,2010,4
20100625,2010-06-25 00:00:00.000,2010,2,6,June,25,6,Friday,2010,4
20100626,2010-06-26 00:00:00.000,2010,2,6,June,26,7,Saturday,2010,4
20100627,2010-06-27 00:00:00.000,2010,2,6,June,27,1,Sunday,2010,4
20100628,2010-06-28 00:00:00.000,2010,2,6,June,28,2,Monday,2010,4
20100629,2010-06-29 00:00:00.000,2010,2,6,June,29,3,Tuesday,2010,4
20100630,2010-06-30 00:00:00.000,2010,2,6,June,30,4,Wednesday,2010,4
20100701,2010-07-01 00:00:00.000,2010,3,7,July,1,5,Thursday,2011,1
20100702,2010-07-02 00:00:00.000,2010,3,7,July,2,6,Friday,2011,1
20100703,2010-07-03 00:00:00.000,2010,3,7,July,3,7,Saturday,2011,1
20100704,2010-07-04 00:00:00.000,2010,3,7,July,4,1,Sunday,2011,1
20100705,2010-07-05 00:00:00.000,2010,3,7,July,5,2,Monday,2011,1
20100706,2010-07-06 00:00:00.000,2010,3,7,July,6,3,Tuesday,2011,1
20100707,2010-07-07 00:00:00.000,2010,3,7,July,7,4,Wednesday,2011,1
20100708,2010-07-08 00:00:00.000,2010,3,7,July,8,5,Thursday,2011,1
20100709,2010-07-09 00:00:00.000,2010,3,7,July,9,6,Friday,2011,1
20100710,2010-07-10 00:00:00.000,2010,3,7,July,10,7,Saturday,2011,1
20100711,2010-07-11 00:00:00.000,2010,3,7,July,11,1,Sunday,2011,1
20100712,2010-07-12 00:00:00.000,2010,3,7,July,12,2,Monday,2011,1
20100713,2010-07-13 00:00:00.000,2010,3,7,July,13,3,Tuesday,2011,1
20100714,2010-07-14 00:00:00.000,2010,3,7,July,14,4,Wednesday,2011,1
20100715,2010-07-15 00:00:00.000,2010,3,7,July,15,5,Thursday,2011,1
20100716,2010-07-16 00:00:00.000,2010,3,7,July,16,6,Friday,2011,1
20100717,2010-07-17 00:00:00.000,2010,3,7,July,17,7,Saturday,2011,1
20100718,2010-07-18 00:00:00.000,2010,3,7,July,18,1,Sunday,2011,1
20100719,2010-07-19 00:00:00.000,2010,3,7,July,19,2,Monday,2011,1
20100720,2010-07-20 00:00:00.000,2010,3,7,July,20,3,Tuesday,2011,1
20100721,2010-07-21 00:00:00.000,2010,3,7,July,21,4,Wednesday,2011,1
20100722,2010-07-22 00:00:00.000,2010,3,7,July,22,5,Thursday,2011,1
20100723,2010-07-23 00:00:00.000,2010,3,7,July,23,6,Friday,2011,1
20100724,2010-07-24 00:00:00.000,2010,3,7,July,24,7,Saturday,2011,1
20100725,2010-07-25 00:00:00.000,2010,3,7,July,25,1,Sunday,2011,1
20100726,2010-07-26 00:00:00.000,2010,3,7,July,26,2,Monday,2011,1
20100727,2010-07-27 00:00:00.000,2010,3,7,July,27,3,Tuesday,2011,1
20100728,2010-07-28 00:00:00.000,2010,3,7,July,28,4,Wednesday,2011,1
20100729,2010-07-29 00:00:00.000,2010,3,7,July,29,5,Thursday,2011,1
20100730,2010-07-30 00:00:00.000,2010,3,7,July,30,6,Friday,2011,1
20100731,2010-07-31 00:00:00.000,2010,3,7,July,31,7,Saturday,2011,1
20100801,2010-08-01 00:00:00.000,2010,3,8,August,1,1,Sunday,2011,1
20100802,2010-08-02 00:00:00.000,2010,3,8,August,2,2,Monday,2011,1
20100803,2010-08-03 00:00:00.000,2010,3,8,August,3,3,Tuesday,2011,1
20100804,2010-08-04 00:00:00.000,2010,3,8,August,4,4,Wednesday,2011,1
20100805,2010-08-05 00:00:00.000,2010,3,8,August,5,5,Thursday,2011,1
20100806,2010-08-06 00:00:00.000,2010,3,8,August,6,6,Friday,2011,1
20100807,2010-08-07 00:00:00.000,2010,3,8,August,7,7,Saturday,2011,1
20100808,2010-08-08 00:00:00.000,2010,3,8,August,8,1,Sunday,2011,1
20100809,2010-08-09 00:00:00.000,2010,3,8,August,9,2,Monday,2011,1
20100810,2010-08-10 00:00:00.000,2010,3,8,August,10,3,Tuesday,2011,1
20100811,2010-08-11 00:00:00.000,2010,3,8,August,11,4,Wednesday,2011,1
20100812,2010-08-12 00:00:00.000,2010,3,8,August,12,5,Thursday,2011,1
20100813,2010-08-13 00:00:00.000,2010,3,8,August,13,6,Friday,2011,1
20100814,2010-08-14 00:00:00.000,2010,3,8,August,14,7,Saturday,2011,1
20100815,2010-08-15 00:00:00.000,2010,3,8,August,15,1,Sunday,2011,1
20100816,2010-08-16 00:00:00.000,2010,3,8,August,16,2,Monday,2011,1
20100817,2010-08-17 00:00:00.000,2010,3,8,August,17,3,Tuesday,2011,1
20100818,2010-08-18 00:00:00.000,2010,3,8,August,18,4,Wednesday,2011,1
20100819,2010-08-19 00:00:00.000,2010,3,8,August,19,5,Thursday,2011,1
20100820,2010-08-20 00:00:00.000,2010,3,8,August,20,6,Friday,2011,1
20100821,2010-08-21 00:00:00.000,2010,3,8,August,21,7,Saturday,2011,1
20100822,2010-08-22 00:00:00.000,2010,3,8,August,22,1,Sunday,2011,1
20100823,2010-08-23 00:00:00.000,2010,3,8,August,23,2,Monday,2011,1
20100824,2010-08-24 00:00:00.000,2010,3,8,August,24,3,Tuesday,2011,1
20100825,2010-08-25 00:00:00.000,2010,3,8,August,25,4,Wednesday,2011,1
20100826,2010-08-26 00:00:00.000,2010,3,8,August,26,5,Thursday,2011,1
20100827,2010-08-27 00:00:00.000,2010,3,8,August,27,6,Friday,2011,1
20100828,2010-08-28 00:00:00.000,2010,3,8,August,28,7,Saturday,2011,1
20100829,2010-08-29 00:00:00.000,2010,3,8,August,29,1,Sunday,2011,1
20100830,2010-08-30 00:00:00.000,2010,3,8,August,30,2,Monday,2011,1
20100831,2010-08-31 00:00:00.000,2010,3,8,August,31,3,Tuesday,2011,1
20100901,2010-09-01 00:00:00.000,2010,3,9,September,1,4,Wednesday,2011,1
20100902,2010-09-02 00:00:00.000,2010,3,9,September,2,5,Thursday,2011,1
20100903,2010-09-03 00:00:00.000,2010,3,9,September,3,6,Friday,2011,1
20100904,2010-09-04 00:00:00.000,2010,3,9,September,4,7,Saturday,2011,1
20100905,2010-09-05 00:00:00.000,2010,3,9,September,5,1,Sunday,2011,1
20100906,2010-09-06 00:00:00.000,2010,3,9,September,6,2,Monday,2011,1
20100907,2010-09-07 00:00:00.000,2010,3,9,September,7,3,Tuesday,2011,1
20100908,2010-09-08 00:00:00.000,2010,3,9,September,8,4,Wednesday,2011,1
